site_key,external_large_code,external_large_label,external_middle_code,external_middle_label,external_small_code,external_small_label,internal_large,internal_small,enabled,note
doda,09,販売・サービス職,0921,店舗・販売,092101,店長,販売・サービス・接客,店舗運営／店長,true,
doda,09,販売・サービス職,0921,店舗・販売,092102,販売員・接客・売り場担当,販売・サービス・接客,販売スタッフ（小売）,true,
doda,09,販売・サービス職,0921,店舗・販売,092104,ホールスタッフ・フロアスタッフ・調理スタッフ（飲食）,販売・サービス・接客,レストランサービス／ホール,true,
doda,09,販売・サービス職,0922,店舗開発・施設管理,092201,施設長,販売・サービス・接客,店舗運営／店長,true,
doda,09,販売・サービス職,0922,店舗開発・施設管理,092202,エリアマネジャー・スーパーバイザー（SV）,販売・サービス・接客,SV／エリアマネージャー,true,
doda,09,販売・サービス職,0922,店舗開発・施設管理,092204,店舗開発・FC開発,販売・サービス・接客,店舗開発,true,
doda,09,販売・サービス職,0923,美容関連（理美容・エステ・マッサージ・美容部員）,092301,美容師・理容師・その他美容関連,販売・サービス・接客,理美容,true,
doda,09,販売・サービス職,0923,美容関連（理美容・エステ・マッサージ・美容部員）,092302,美容部員・エステティシャン・マッサージ・ビューティーアドバイザー,販売・サービス・接客,エステティシャン／セラピスト,true,
doda,09,販売・サービス職,0924,旅行関連,092401,旅行手配員・添乗員・ツアーコンダクター,販売・サービス・接客,旅行手配／ツアーコンダクター,true,
doda,09,販売・サービス職,0925,宿泊施設・ホテル,092501,施設管理・マネジメント,販売・サービス・接客,ホテルフロント／コンシェルジュ,true,
doda,09,販売・サービス職,0925,宿泊施設・ホテル,092502,フロント業務・予約受付,販売・サービス・接客,ホテルフロント／コンシェルジュ,true,
doda,09,販売・サービス職,0925,宿泊施設・ホテル,092507,その他宿泊施設・ホテル関連,販売・サービス・接客,その他,true,
doda,09,販売・サービス職,0927,運輸・物流サービス,092701,道路旅客・貨物運送（ドライバー・運転手・運転士）,物流・購買・SCM,配送・輸送管理,true,
doda,09,販売・サービス職,0927,運輸・物流サービス,092702,航空・鉄道・船舶運送,物流・購買・SCM,配送・輸送管理,true,
doda,09,販売・サービス職,0927,運輸・物流サービス,092705,倉庫業,物流・購買・SCM,倉庫管理／入出庫管理,true,
doda,09,販売・サービス職,0928,警備／清掃／監視／保守,092803,清掃・警備・守衛,販売・サービス・接客,清掃／設備管理／警備,true,
doda,09,販売・サービス職,0929,テレマーケティング／カスタマーサポート／コールセンター,092901,スーパーバイザー（SV）,カスタマー・サクセス／サポート,コールセンターSV／品質管理,true,
doda,09,販売・サービス職,0929,テレマーケティング／カスタマーサポート／コールセンター,092902,カスタマーサポート・ユーザーサポート・オペレータ,カスタマー・サクセス／サポート,カスタマーサポート（B2C）,true,
doda,09,販売・サービス職,0930,教育／スクール／研修／塾講師／専門学校／英会話学校,093001,スクール長・マネジャー,教育・公務・団体,その他,true,
doda,09,販売・サービス職,0930,教育／スクール／研修／塾講師／専門学校／英会話学校,093002,講師・指導員・インストラクター,教育・公務・団体,塾・予備校講師,true,
doda,09,販売・サービス職,0931,バイヤー／MD,093101,バイヤー・ディストリビューター,販売・サービス・接客,バイヤー,true,
doda,09,販売・サービス職,0931,バイヤー／MD,093102,マーチャンダイザー,販売・サービス・接客,MD（マーチャンダイザー）,true,
doda,09,販売・サービス職,0932,ブライダル・葬祭,093201,ブライダルコーディネーター・ウェディングプランナー,販売・サービス・接客,ブライダル（プランナー）,true,
doda,09,販売・サービス職,0932,ブライダル・葬祭,093202,葬祭ディレクター・プランナー,販売・サービス・接客,その他,true,
doda,09,販売・サービス職,0932,ブライダル・葬祭,093203,その他ブライダル・葬祭関連,販売・サービス・接客,その他,true,
doda,10,公務員・教員・農林水産関連職,1011,公務員（地方・国家公務員）,101102,検察官・裁判官・裁判所職員,教育・公務・団体,国家公務員,true,
doda,10,公務員・教員・農林水産関連職,1011,公務員（地方・国家公務員）,101103,国会職員,教育・公務・団体,国家公務員,true,
doda,10,公務員・教員・農林水産関連職,1011,公務員（地方・国家公務員）,101108,警察官・消防官・防衛省職員・自衛官,教育・公務・団体,自衛官／警察／消防,true,
doda,10,公務員・教員・農林水産関連職,1011,公務員（地方・国家公務員）,101109,その他公務員,教育・公務・団体,地方公務員,true,
doda,10,公務員・教員・農林水産関連職,1013,教員／日本語教師／学校・大学事務,101301,大学講師,教育・公務・団体,教師／講師（学校）,true,
doda,10,公務員・教員・農林水産関連職,1013,教員／日本語教師／学校・大学事務,101302,小・中・高等学校教師,教育・公務・団体,教師／講師（学校）,true,
doda,10,公務員・教員・農林水産関連職,1013,教員／日本語教師／学校・大学事務,101305,保育士・幼稚園教諭,教育・公務・団体,その他,true,
doda,10,公務員・教員・農林水産関連職,1014,農林水産関連職,101401,農業／畜産／酪農,農林水産・環境・エネルギー,農業（生産・栽培）,true,
doda,11,事務・アシスタント,1101,経理事務・財務アシスタント,110101,経理事務・財務アシスタント,事務・アシスタント,経理アシスタント,true,
doda,11,事務・アシスタント,1102,総務・法務・知財・人事アシスタント,110201,総務アシスタント,事務・アシスタント,総務アシスタント,true,
doda,11,事務・アシスタント,1102,総務・法務・知財・人事アシスタント,110202,法務アシスタント,事務・アシスタント,法務アシスタント,true,
doda,11,事務・アシスタント,1102,総務・法務・知財・人事アシスタント,110205,人事アシスタント,事務・アシスタント,人事アシスタント,true,
doda,11,事務・アシスタント,1104,購買・物流・貿易アシスタント,110401,物流・購買アシスタント,事務・アシスタント,購買アシスタント,true,
doda,11,事務・アシスタント,1104,購買・物流・貿易アシスタント,110402,貿易事務,事務・アシスタント,貿易事務（輸出入）,true,
doda,11,事務・アシスタント,1106,企画・マーケティングアシスタント,110601,マーケティング・広報アシスタント,企画・マーケティング,マーケティング（総合）,true,
doda,11,事務・アシスタント,1106,企画・マーケティングアシスタント,110602,経営企画／事業統括アシスタント,経営・コーポレート,経営企画,true,
doda,11,事務・アシスタント,1107,金融事務,110701,金融事務（銀行員・証券）,事務・アシスタント,金融事務（銀行／証券／保険）,true,
doda,11,事務・アシスタント,1107,金融事務,110702,金融事務（生保・損保）,事務・アシスタント,金融事務（銀行／証券／保険）,true,
doda,11,事務・アシスタント,1107,金融事務,110703,その他金融事務,事務・アシスタント,金融事務（銀行／証券／保険）,true,
doda,11,事務・アシスタント,1107,金融事務,110704,窓口,事務・アシスタント,金融事務（銀行／証券／保険）,true,
doda,11,事務・アシスタント,1109,医療事務,110901,医療事務,事務・アシスタント,医療事務,true,
doda,11,事務・アシスタント,1110,秘書・受付,111001,秘書,事務・アシスタント,秘書／グループセクレタリー,true,
doda,11,事務・アシスタント,1110,秘書・受付,111004,受付,事務・アシスタント,受付／フロントオフィス,true,
doda,11,事務・アシスタント,1111,翻訳・通訳,111101,翻訳・通訳,事務・アシスタント,翻訳,true,
doda,11,事務・アシスタント,1113,営業事務・一般事務,111301,営業事務・アシスタント,事務・アシスタント,営業事務／アドミン,true,
doda,11,事務・アシスタント,1113,営業事務・一般事務,111302,一般事務・アシスタント,事務・アシスタント,一般事務,true,
