site_key,external_large_code,external_large_label,external_middle_code,external_middle_label,external_small_code,external_small_label,internal_large,internal_small,enabled,note
doda,04,"技術職（機械・電気）",0421,"基礎研究・先行開発・要素技術開発",042101,"基礎研究・先行開発・要素技術開発（機械）","製造・ものづくりエンジニア","試作・評価・実験",true,""
doda,04,"技術職（機械・電気）",0421,"基礎研究・先行開発・要素技術開発",042103,"基礎研究・先行開発・要素技術開発（電気）","製造・ものづくりエンジニア","試作・評価・実験",true,""

doda,04,"技術職（機械・電気）",0422,"機械設計",042201,"機械・電子部品・コネクタ設計","製造・ものづくりエンジニア","機械設計",true,""
doda,04,"技術職（機械・電気）",0422,"機械設計",042202,"家電・AV・スマートフォン・携帯端末・複合機設計","製造・ものづくりエンジニア","機械設計",true,""
doda,04,"技術職（機械・電気）",0422,"機械設計",042203,"医療機器設計","製造・ものづくりエンジニア","機械設計",true,""
doda,04,"技術職（機械・電気）",0422,"機械設計",042204,"精密・計測・分析機器設計","製造・ものづくりエンジニア","機械設計",true,""
doda,04,"技術職（機械・電気）",0422,"機械設計",042205,"自動車・自動車部品設計","製造・ものづくりエンジニア","機械設計",true,""
doda,04,"技術職（機械・電気）",0422,"機械設計",042206,"工作機械・産業機械・ロボット設計","製造・ものづくりエンジニア","機械設計",true,""
doda,04,"技術職（機械・電気）",0422,"機械設計",042207,"半導体製造装置設計","製造・ものづくりエンジニア","機械設計",true,""
doda,04,"技術職（機械・電気）",0422,"機械設計",042209,"その他機械設計","製造・ものづくりエンジニア","機械設計",true,""
doda,04,"技術職（機械・電気）",0422,"機械設計",042210,"パチンコ・パチスロ・遊戯機器設計","製造・ものづくりエンジニア","機械設計",true,""
doda,04,"技術職（機械・電気）",0422,"機械設計",042211,"無線・通信機器設計","製造・ものづくりエンジニア","機械設計",true,""
doda,04,"技術職（機械・電気）",0422,"機械設計",042212,"建機・その他輸送機器設計","製造・ものづくりエンジニア","機械設計",true,""
doda,04,"技術職（機械・電気）",0422,"機械設計",042213,"プラント機器・設備設計","製造・ものづくりエンジニア","機械設計",true,""

doda,04,"技術職（機械・電気）",0423,"品質管理・品質保証（機械・電気）",042302,"品質管理（機械）","製造・ものづくりエンジニア","品質管理（QC）／検査",true,""
doda,04,"技術職（機械・電気）",0423,"品質管理・品質保証（機械・電気）",042303,"品質管理（電気・電子・半導体）","製造・ものづくりエンジニア","品質管理（QC）／検査",true,""
doda,04,"技術職（機械・電気）",0423,"品質管理・品質保証（機械・電気）",042304,"品質保証（機械）","製造・ものづくりエンジニア","品質保証（QA）",true,""
doda,04,"技術職（機械・電気）",0423,"品質管理・品質保証（機械・電気）",042305,"品質保証（電気・電子・半導体）","製造・ものづくりエンジニア","品質保証（QA）",true,""

doda,04,"技術職（機械・電気）",0424,"生産技術",042401,"工程設計・工法開発・工程改善・IE（機械・金属加工）","製造・ものづくりエンジニア","工程設計／IE",true,""
doda,04,"技術職（機械・電気）",0424,"生産技術",042405,"設備立ち上げ・設計（電気・制御設計）","製造・ものづくりエンジニア","生産技術",true,""
doda,04,"技術職（機械・電気）",0424,"生産技術",042406,"設備保全","製造・ものづくりエンジニア","設備保全／メンテナンス",true,""
doda,04,"技術職（機械・電気）",0424,"生産技術",042412,"工程設計・工法開発・工程改善・IE（樹脂成形）","製造・ものづくりエンジニア","工程設計／IE",true,""
doda,04,"技術職（機械・電気）",0424,"生産技術",042413,"工程設計・工法開発・工程改善・IE（組立・アッセンブリ）","製造・ものづくりエンジニア","工程設計／IE",true,""
