site_key,external_large_code,external_large_label,external_middle_code,external_middle_label,external_small_code,external_small_label,internal_large,internal_small,enabled,note
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0621,技術開発・部材開発・解析・調査,062101,技術開発・工法開発（建築・土木）,建設・不動産,建築設計（構造）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0621,技術開発・部材開発・解析・調査,062102,部材開発・建材開発（建築・土木）,建設・不動産,建築設計（意匠）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0621,技術開発・部材開発・解析・調査,062103,構造解析・耐震診断（建築・土木）,建設・不動産,建築設計（構造）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0622,建築設計・積算,062201,建築意匠設計,建設・不動産,建築設計（意匠）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0622,建築設計・積算,062202,建築構造設計,建設・不動産,建築設計（構造）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0622,建築設計・積算,062209,製図・CADオペレーター（建築設計）,建設・不動産,BIM／CIMエンジニア,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0622,建築設計・積算,062210,内装設計・インテリア・空間デザイン,建設・不動産,インテリア／内装設計,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0622,建築設計・積算,062213,積算（建築設計）,建設・不動産,積算／コストマネジメント,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0622,建築設計・積算,062214,設計監理,建設・不動産,建築設計（意匠）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0622,建築設計・積算,062215,内装設計（店舗）,建設・不動産,インテリア／内装設計,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0622,建築設計・積算,062216,内装設計・リフォーム・インテリア（住宅）,建設・不動産,インテリア／内装設計,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0622,建築設計・積算,062217,内装設計（オフィス）,建設・不動産,インテリア／内装設計,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0623,施工管理,062310,建築施工管理（RC造・S造・SRC造）,建設・不動産,施工管理（建築）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0623,施工管理,062311,建築施工管理（木造）,建設・不動産,施工管理（建築）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0623,施工管理,062312,建築施工管理（店舗内装）,建設・不動産,施工管理（建築）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0623,施工管理,062313,建築施工管理（リフォーム・住宅内装・インテリア）,建設・不動産,施工管理（建築）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0623,施工管理,062314,建築施工管理（オフィス内装）,建設・不動産,施工管理（建築）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0623,施工管理,062315,設備施工管理（電気）,建設・不動産,施工管理（設備）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0623,施工管理,062316,設備施工管理（空調・衛生設備）,建設・不動産,施工管理（設備）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0623,施工管理,062317,設備施工管理（通信設備／消防・防災設備）,建設・不動産,施工管理（設備）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0623,施工管理,062318,土木施工管理（橋梁）,建設・不動産,施工管理（土木）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0623,施工管理,062319,土木施工管理（トンネル・道路・造成・ダム・河川・港湾・造園など）,建設・不動産,施工管理（土木）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0623,施工管理,062320,土木施工管理（上下水道）,建設・不動産,施工管理（土木）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0623,施工管理,062321,その他設備施工管理,建設・不動産,施工管理（設備）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0624,その他建設・建築・不動産・プラント・工場関連職,062401,その他建設・建築・不動産・プラント・工場関連職,建設・不動産,その他,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0626,プラント,062604,プラントプロジェクトマネジメント（国内）,建設・不動産,施工管理（設備）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0626,プラント,062605,プラントプロジェクトマネジメント（海外）,建設・不動産,施工管理（設備）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0626,プラント,062606,プラント設計（建築・土木）,建設・不動産,土木設計（道路・橋梁・河川）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0626,プラント,062607,プラント設計（電気・計装）,建設・不動産,建築設備設計（電気・機械）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0626,プラント,062608,プラント設計（機械）,建設・不動産,建築設備設計（電気・機械）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0626,プラント,062609,プラント設計（プロセス）,建設・不動産,その他,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0626,プラント,062610,プラント施工管理（建築・土木）,建設・不動産,施工管理（土木）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0626,プラント,062611,プラント施工管理（電気・計装）,建設・不動産,施工管理（設備）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0626,プラント,062612,プラント施工管理（機械）,建設・不動産,施工管理（設備）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0626,プラント,062613,資材調達（プラント）,建設・不動産,積算／コストマネジメント,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0626,プラント,062614,オペレーション・試運転（プラント）,建設・不動産,ファシリティマネジメント,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0626,プラント,062615,解析・調査（プラント）,建設・不動産,安全衛生／品質管理（建設）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0626,プラント,062616,メンテナンス（プラント）,建設・不動産,ファシリティマネジメント,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0628,職人・現場作業員,062801,大工・とび・左官・設備など,建設・不動産,その他,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0629,不動産開発,062901,不動産開発企画,建設・不動産,不動産企画／事業推進,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0629,不動産開発,062902,コンストラクションマネジメント・PM・FM（施主側）,建設・不動産,ファシリティマネジメント,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0629,不動産開発,062903,不動産仕入（用地・一棟・区分）,建設・不動産,不動産開発／用地仕入れ,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0629,不動産開発,062904,デューデリジェンス（建築）,建設・不動産,不動産企画／事業推進,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0629,不動産開発,062905,デューデリジェンス（不動産鑑定評価）,建設・不動産,アセットマネジメント（不動産）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0629,不動産開発,062906,品質管理・安全管理（技術系）,建設・不動産,安全衛生／品質管理（建設）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0630,不動産運用・管理,063001,アセットマネジメント（アセットマネジャー）,建設・不動産,アセットマネジメント（不動産）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0630,不動産運用・管理,063002,プロパティマネジメント（オフィス）,建設・不動産,リーシング／PM（不動産）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0630,不動産運用・管理,063003,プロパティマネジメント（商業施設・その他）,建設・不動産,リーシング／PM（不動産）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0630,不動産運用・管理,063004,プロパティマネジメント（住居・賃貸管理）,建設・不動産,リーシング／PM（不動産）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0630,不動産運用・管理,063005,ビル・建物管理,建設・不動産,ファシリティマネジメント,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0630,不動産運用・管理,063006,分譲マンション管理,建設・不動産,ファシリティマネジメント,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0630,不動産運用・管理,063007,マンション管理（技術系）,建設・不動産,ファシリティマネジメント,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0630,不動産運用・管理,063008,アフターメンテナンス（マンション・戸建）,建設・不動産,ファシリティマネジメント,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0631,施設管理（技術系）,063101,ビルマネジメント（商業施設・店舗・オフィス）,建設・不動産,ファシリティマネジメント,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0631,施設管理（技術系）,063102,ビルメンテナンス（商業施設・店舗・オフィス）,建設・不動産,ファシリティマネジメント,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0632,設備設計・積算,063201,電気設備設計,建設・不動産,建築設備設計（電気・機械）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0632,設備設計・積算,063202,空調・衛生設備,建設・不動産,建築設備設計（電気・機械）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0632,設備設計・積算,063203,通信設備／消防・防災設備,建設・不動産,建築設備設計（電気・機械）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0632,設備設計・積算,063204,製図・CADオペレーター（設備設計）,建設・不動産,BIM／CIMエンジニア,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0632,設備設計・積算,063205,積算（設備設計）,建設・不動産,積算／コストマネジメント,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0633,土木設計・測量,063308,土木設計・測量（都市計画・環境）,建設・不動産,土木設計（道路・橋梁・河川）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0633,土木設計・測量,063301,土木設計・測量（橋梁）,建設・不動産,土木設計（道路・橋梁・河川）,true,
doda,06,技術職・専門職（建設・建築・不動産・プラント・工場）,0633,土木設計・測量,063302,土木設計・測量（トンネル・道路・造成）,建設・不動産,土木設計（道路・橋梁・河川）,true,
